,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank
0,"""01aa6102-a054-4f25-a747-a39a4ea86769""",1,Lofnac Tablets x10,40.0,Danacid Tablets x96,,
1,"""01aa6102-a054-4f25-a747-a39a4ea86769""",2,Lofnac Plus Tablets x10,40.0,Ibucap Forte Capsule x10,10.0,13
2,"""01aa6102-a054-4f25-a747-a39a4ea86769""",3,Syrup Paracetamol 125mg/5ml (Emzor),20.0,Calcimax Tablets x30,,
3,"""01aa6102-a054-4f25-a747-a39a4ea86769""",4,Amalar 500/25mg Tablets x3,20.0,Lofnac Tablets x10,40.0,1
4,"""01aa6102-a054-4f25-a747-a39a4ea86769""",5,Solotone Tab x30,18.0,Bonababe Syrup,12.0,10
5,"""01aa6102-a054-4f25-a747-a39a4ea86769""",6,Vamacap Capsules x20,18.0,Fesulf Satchet x100,4.0,53
6,"""01aa6102-a054-4f25-a747-a39a4ea86769""",7,Tab Paracetamol (M&B) 500mg x96,15.0,Panda Paracetamol 15ml Drops,10.0,12
7,"""01aa6102-a054-4f25-a747-a39a4ea86769""",8,Sudrex 500mg/30mg Tablets x20,14.0,Orheptal Tonic 300ml,3.0,70
8,"""01aa6102-a054-4f25-a747-a39a4ea86769""",9,Swidar 500/25mg x3,12.0,Tuxil D Children Cough Syrup,2.0,94
9,"""01aa6102-a054-4f25-a747-a39a4ea86769""",10,Bonababe Syrup,12.0,Panadol Extra,2.0,84
10,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",1,Ibucap x20,5.0,Bunto blood Tonic x300ml,,
11,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",2,Lofnac Tablets x10,5.0,Amatem 80/480 Softgel x6,,
12,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",3,Nutravit Syrup 100ml,5.0,Postinor 2,,
13,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",4,Chlorpheniramine 10mg/ml Injection x10,5.0,Meprasil x20,,
14,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",5,Fleming 1000mg x14,4.0,Tab Brustan-N,,
15,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",6,Imodium 2mg Capsules x6,4.0,Panadol Extra,,
16,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",7,Zentel 200mg Tablets x2,3.0,De-Deon's Syrup 280ml,,
17,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",8,Woodward's Gripe Water (Big Size) 150ml,3.0,Broncholyte 4mg/5ml Elixir x100ml,,
18,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",9,Actifed Tablets,3.0,Gestid 200ml Suspension,,
19,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",10,Zinnat Tablets 500mg x10,3.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,
20,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",1,Gold Circle (Old) x24,79.0,Aboniki Balm,79.0,2
21,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",2,Aboniki Balm,79.0,Lonart DS 80/480mg Tablets x6,18.0,25
22,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",3,Tab Sudrex 500mg/30mg,61.0,Bonababe Syrup,55.0,4
23,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",4,Bonababe Syrup,55.0,Panadol Extra,10.0,46
24,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",5,Lofnac Tablets x10,50.0,Cream Skineal x15g,12.0,38
25,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",6,Tab Paracetamol (M&B) 500mg x96,49.0,Brustan-N 100mg/5ml Suspension x100ml,23.0,14
26,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",7,NGC Cough Syrup (Adult) x100ml,39.0,Coflin Expectorant x100ml,14.0,33
27,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",8,Babyrex Baby Mixture x60ml,32.0,Coartem 80/480mg Tablets x6,1.0,104
28,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",9,Coflin Cough Linctus x100ml,31.0,Amatem 80/480 Softgel x6,23.0,16
29,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",10,Visita Plus 30g Cream,29.0,Em-Vit-C 100ml Syrup,8.0,54
30,"""024cb024-0402-491d-aaac-e4b65709725c""",1,Tab Vega 100,70.0,Lonart DS 80/480mg Tablets x6,,
31,"""024cb024-0402-491d-aaac-e4b65709725c""",2,Ors G Oral,56.0,Gestid 200ml Suspension,,
32,"""024cb024-0402-491d-aaac-e4b65709725c""",3,Emzor Paracetamol 500mg Tablets x96,40.0,Coartem 80/480mg Tablets x6,,
