,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank
0,"""01aa6102-a054-4f25-a747-a39a4ea86769""",1,Lofnac Tablets x10,40.0,Tumol 500 10 x 10 Caplets,5.0,36
1,"""01aa6102-a054-4f25-a747-a39a4ea86769""",2,Lofnac Plus Tablets x10,40.0,Vitamin C Syrup ,2.0,106
2,"""01aa6102-a054-4f25-a747-a39a4ea86769""",3,Syrup Paracetamol 125mg/5ml (Emzor),20.0,Piscof Syrup,3.0,74
3,"""01aa6102-a054-4f25-a747-a39a4ea86769""",4,Amalar 500/25mg Tablets x3,20.0,Alabukun (Powder)  - 1x10 Pack,1.0,128
4,"""01aa6102-a054-4f25-a747-a39a4ea86769""",5,Solotone Tab x30,18.0,Emzolyn Cough Syrup Child,2.0,91
5,"""01aa6102-a054-4f25-a747-a39a4ea86769""",6,Vamacap Capsules x20,18.0,Fesulf Satchet x100,4.0,53
6,"""01aa6102-a054-4f25-a747-a39a4ea86769""",7,Tab Paracetamol (M&B) 500mg x96,15.0,Nelbcam Piroxicam,4.0,51
7,"""01aa6102-a054-4f25-a747-a39a4ea86769""",8,Sudrex 500mg/30mg Tablets x20,14.0,Karaole Powder x10,,
8,"""01aa6102-a054-4f25-a747-a39a4ea86769""",9,Swidar 500/25mg x3,12.0,Orheptal Tonic 300ml,3.0,70
9,"""01aa6102-a054-4f25-a747-a39a4ea86769""",10,Bonababe Syrup,12.0,Vamiron Capsule x30,4.0,47
10,"""01aa6102-a054-4f25-a747-a39a4ea86769""",11,Curefenac 100mg,11.0,NGC Cough Syrup (Adult) x100ml,1.0,116
11,"""01aa6102-a054-4f25-a747-a39a4ea86769""",12,Panda Paracetamol 15ml Drops,10.0,NGC Cough Syrup (Child) x100ml,,
12,"""01aa6102-a054-4f25-a747-a39a4ea86769""",13,Ibucap Forte Capsule x10,10.0,Passion Powder,,
13,"""01aa6102-a054-4f25-a747-a39a4ea86769""",14,Tutolin Children Cough Syrup x100ml,10.0,Vamacap Capsules x20,18.0,6
14,"""01aa6102-a054-4f25-a747-a39a4ea86769""",15,Vamirex Syrup 100ml,10.0,Lofnac Tablets x10,40.0,1
15,"""01aa6102-a054-4f25-a747-a39a4ea86769""",16,Neoskin Triple Action Cream 30g,9.0,Contact Cold Capsule,2.0,110
16,"""01aa6102-a054-4f25-a747-a39a4ea86769""",17,Tuyil Paracetamol 500mg Tablets x96,9.0,Bunto Blood Caps x100,2.0,88
17,"""01aa6102-a054-4f25-a747-a39a4ea86769""",18,Yeast Tablets x100,8.0,Vitamin C Tab x 100 Coloured,3.0,73
18,"""01aa6102-a054-4f25-a747-a39a4ea86769""",19,Prednisolone 5mg Tablets,8.0,Orheptal Tonic 100ml,6.0,29
19,"""01aa6102-a054-4f25-a747-a39a4ea86769""",20,Curefenac 50mg,8.0,Emzolyn Cough Syrup Adult,3.0,63
20,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",1,Ibucap x20,5.0,Cenpain Night,1.0,38
21,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",2,Lofnac Tablets x10,5.0,Meyer's B-Complex Tabs x100,2.0,21
22,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",3,Nutravit Syrup 100ml,5.0,Gvither Plus Tablets,1.0,66
23,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",4,Chlorpheniramine 10mg/ml Injection x10,5.0,CAC 1000 Sandoz Effervescent Tablets,,
24,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",5,Fleming 1000mg x14,4.0,De-Deon's Syrup 150ml,1.0,45
25,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",6,Imodium 2mg Capsules x6,4.0,Bunto Blood Caps x100,,
26,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",7,Zentel 200mg Tablets x2,3.0,Orphesic x100 Tablets,2.0,26
27,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",8,Woodward's Gripe Water (Big Size) 150ml,3.0,De-Deon's Syrup 280ml,,
28,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",9,Actifed Tablets,3.0,Folic acid + B12 Tablets (Dr Meyer's) x100,,
29,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",10,Zinnat Tablets 500mg x10,3.0,Ibucap x20,5.0,1
30,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",11,K-Y Jelly 50g,3.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,
31,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",12,Lincomman Capsules x12,3.0,M&B Paracetamol Syrup 1 X 60ml Bottle,,
32,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",13,Hovimax 250mg Tablets x6,3.0,Emzor Paracetamol 500mg Tablets x96,,
33,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",14,Ascomed Vitamin C 100mg (Chewable) Tablets x100,3.0,Ferrotogen Tonic 200ml,,
34,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",15,Lonart DS 80/480mg Tablets x6,2.0,Meprasil x20,,
35,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",16,Coflin Cough Linctus x100ml,2.0,Erythromicin 500mg tablets,,
36,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",17,Gynaecocid Tabs,2.0,Vasoprin 75mg Tablets x100,,
37,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",18,Coartem 20/120mg x6 Tablets,2.0,Plagerine 75mg Tabs x30,,
38,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",19,Lokmal QS Combi,2.0,Spartan C 100mg Tablets (White) x100,,
39,"""01b73057-afc3-4096-a300-9f8b89fb20aa""",20,Wellwoman Original Tablets x30,2.0,Danacid Tablets x96,1.0,44
40,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",1,Gold Circle (Old) x24,79.0,Swidar 500/25mg x3,15.0,32
41,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",2,Aboniki Balm,79.0,Loratadine (Afrab) Syrup 60ml,,
42,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",3,Tab Sudrex 500mg/30mg,61.0,Panadol (Regular) 500mg 10x10,,
43,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",4,Bonababe Syrup,55.0,EmVite Multivitamin Syrup x100ml,12.0,39
44,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",5,Lofnac Tablets x10,50.0,Syrup Paracetamol 125mg/5ml (Emzor),19.0,23
45,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",6,Tab Paracetamol (M&B) 500mg x96,49.0,D-Koff 100ml Expectorant ,13.0,35
46,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",7,NGC Cough Syrup (Adult) x100ml,39.0,Zolat 200mg Tablets x2,6.0,63
47,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",8,Babyrex Baby Mixture x60ml,32.0,Em-Vit-C 100ml Syrup,8.0,54
48,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",9,Coflin Cough Linctus x100ml,31.0,Ors G Oral,22.0,19
49,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",10,Visita Plus 30g Cream,29.0,Babyrex Baby Mixture x60ml,32.0,8
50,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",11,Amalar 500/25mg Tablets x50,28.0,Cream Skineal x15g,12.0,38
51,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",12,Postpill 150mcg Tablet,28.0,Postpill 150mcg Tablet,28.0,12
52,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",13,Postinor 2,24.0,Alabukun (Powder)  - 1x10 Pack,11.0,44
53,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",14,Brustan-N 100mg/5ml Suspension x100ml,23.0,Gascol Suspension x150ml,7.0,59
54,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",15,Funbact A 30g Cream,23.0,Tab Boska x20,23.0,17
55,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",16,Amatem 80/480 Softgel x6,23.0,Emzolyn Cough Syrup Child,12.0,40
56,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",17,Tab Boska x20,23.0,Funbact A 30g Cream,23.0,15
57,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",18,Emzor Paracetamol 500mg Tablets x96,22.0,Coflin Expectorant x100ml,14.0,33
58,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",19,Ors G Oral,22.0,Aboniki Balm,79.0,2
59,"""01cdce0f-96cb-4706-8eb5-ca1c3e52cee2""",20,M&B Paracetamol Syrup 1 X 60ml Bottle,21.0,Methylated Spirit (Moko) x200ml,7.0,58
60,"""024cb024-0402-491d-aaac-e4b65709725c""",1,Tab Vega 100,70.0,Gestid 200ml Suspension,,
61,"""024cb024-0402-491d-aaac-e4b65709725c""",2,Ors G Oral,56.0,Emzor Paracetamol 500mg Tablets x96,40.0,3
62,"""024cb024-0402-491d-aaac-e4b65709725c""",3,Emzor Paracetamol 500mg Tablets x96,40.0,Kiss Condoms,,
63,"""024cb024-0402-491d-aaac-e4b65709725c""",4,Zentel 200mg Tablets x2,40.0,Bonababe Syrup,,
64,"""024cb024-0402-491d-aaac-e4b65709725c""",5,Evan Levofloxacin 500mg Tablets x10,40.0,Emzolyn Cough Syrup Adult,10.0,26
65,"""024cb024-0402-491d-aaac-e4b65709725c""",6,Pyrantrin Tablet x6,25.0,Loratyn 10mg Tablets x100,,
66,"""024cb024-0402-491d-aaac-e4b65709725c""",7,Postinor 2,24.0,Panadol Extra,,
67,"""024cb024-0402-491d-aaac-e4b65709725c""",8,Robb Balm (Bottle),24.0,Em-Vit-C 100ml Syrup,20.0,9
68,"""024cb024-0402-491d-aaac-e4b65709725c""",9,Em-Vit-C 100ml Syrup,20.0,Zolat 200mg Tablets x2,,
69,"""024cb024-0402-491d-aaac-e4b65709725c""",10,Piriton Expectorant Adult,20.0,Funbact A 30g Cream,12.0,18
70,"""024cb024-0402-491d-aaac-e4b65709725c""",11,Tab Boska x20,20.0,Postinor 2,24.0,7
71,"""024cb024-0402-491d-aaac-e4b65709725c""",12,Babyrex Baby Mixture x60ml,20.0,Panadol (Regular) 500mg 10x10,,
72,"""024cb024-0402-491d-aaac-e4b65709725c""",13,Endix G Cream,20.0,Cream Skineal x15g,19.0,15
73,"""024cb024-0402-491d-aaac-e4b65709725c""",14,Arenax Plus Forte 80/480mg Tablets x6,20.0,Camosunate 300mg/100mg (7-13years),10.0,24
74,"""024cb024-0402-491d-aaac-e4b65709725c""",15,Cream Skineal x15g,19.0,Actifed Tablets,8.0,33
75,"""024cb024-0402-491d-aaac-e4b65709725c""",16,Tab Sudrex 500mg/30mg,19.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,10.0,23
76,"""024cb024-0402-491d-aaac-e4b65709725c""",17,Coflin Expectorant x100ml,19.0,Emzolyn Cough Syrup Child,,
77,"""024cb024-0402-491d-aaac-e4b65709725c""",18,Funbact A 30g Cream,12.0,Lonart DS 80/480mg Tablets x6,,
78,"""024cb024-0402-491d-aaac-e4b65709725c""",19,Aboniki Balm,12.0,Zolat 100mg/5ml Suspension x20ml,7.0,36
